path,name,parent_path,node_type,file_type,category,purpose,defines,execution_role,used_by,depends_on,inputs,outputs,side_effects,env_config_requirements,related_files,doc_role,doc_content_summary,doc_purpose,doc_discusses,doc_references,doc_time_horizon,doc_style,doc_apparent_overlap,doc_status_signals,doc_decision_support_notes,confidence,excluded_reason
fight-caves-RL/data/quest/members/rum_deal/braindeath_island.item-spawns.toml,braindeath_island.item-spawns.toml,fight-caves-RL/data/quest/members/rum_deal,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rum_deal/rum_deal.gfx.toml,rum_deal.gfx.toml,fight-caves-RL/data/quest/members/rum_deal,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rum_deal/rum_deal.items.toml,rum_deal.items.toml,fight-caves-RL/data/quest/members/rum_deal,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rum_deal/rum_deal.npcs.toml,rum_deal.npcs.toml,fight-caves-RL/data/quest/members/rum_deal,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rune_mechanics,rune_mechanics,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / rune_mechanics.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/rune_mechanics/rune_mechanics.items.toml; fight-caves-RL/data/quest/members/rune_mechanics/rune_mechanics.npc-spawns.toml; fight-caves-RL/data/quest/members/rune_mechanics/rune_mechanics.npcs.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rune_mechanics/rune_mechanics.items.toml,rune_mechanics.items.toml,fight-caves-RL/data/quest/members/rune_mechanics,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rune_mechanics/rune_mechanics.npc-spawns.toml,rune_mechanics.npc-spawns.toml,fight-caves-RL/data/quest/members/rune_mechanics,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rune_mechanics/rune_mechanics.npcs.toml,rune_mechanics.npcs.toml,fight-caves-RL/data/quest/members/rune_mechanics,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rune_mysteries,rune_mysteries,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / rune_mysteries.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/rune_mysteries/rune_mysteries.items.toml; fight-caves-RL/data/quest/members/rune_mysteries/rune_mysteries.objs.toml; fight-caves-RL/data/quest/members/rune_mysteries/rune_mysteries.varps.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rune_mysteries/rune_mysteries.items.toml,rune_mysteries.items.toml,fight-caves-RL/data/quest/members/rune_mysteries,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rune_mysteries/rune_mysteries.objs.toml,rune_mysteries.objs.toml,fight-caves-RL/data/quest/members/rune_mysteries,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/rune_mysteries/rune_mysteries.varps.toml,rune_mysteries.varps.toml,fight-caves-RL/data/quest/members/rune_mysteries,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/scorpion_catcher,scorpion_catcher,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / scorpion_catcher.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/scorpion_catcher/scorpion_catcher.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/scorpion_catcher/scorpion_catcher.items.toml,scorpion_catcher.items.toml,fight-caves-RL/data/quest/members/scorpion_catcher,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/sea_slug,sea_slug,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / sea_slug.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/sea_slug/sea_slug.gfx.toml; fight-caves-RL/data/quest/members/sea_slug/sea_slug.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/sea_slug/sea_slug.gfx.toml,sea_slug.gfx.toml,fight-caves-RL/data/quest/members/sea_slug,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/sea_slug/sea_slug.items.toml,sea_slug.items.toml,fight-caves-RL/data/quest/members/sea_slug,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/shades_of_mort'ton,shades_of_mort'ton,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / shades_of_mort'ton.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/shades_of_mort'ton/shades_of_mort'ton.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/shades_of_mort'ton/shades_of_mort'ton.items.toml,shades_of_mort'ton.items.toml,fight-caves-RL/data/quest/members/shades_of_mort'ton,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/shadow_of_the_storm,shadow_of_the_storm,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / shadow_of_the_storm.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/shadow_of_the_storm/shadow_of_the_storm.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/shadow_of_the_storm/shadow_of_the_storm.items.toml,shadow_of_the_storm.items.toml,fight-caves-RL/data/quest/members/shadow_of_the_storm,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/sheep_herder,sheep_herder,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / sheep_herder.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/sheep_herder/sheep_herder.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/sheep_herder/sheep_herder.items.toml,sheep_herder.items.toml,fight-caves-RL/data/quest/members/sheep_herder,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/shilo_village,shilo_village,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / shilo_village.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/shilo_village/rashiliyias_tomb.npc-spawns.toml; fight-caves-RL/data/quest/members/shilo_village/shilo_village.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/shilo_village/rashiliyias_tomb.npc-spawns.toml,rashiliyias_tomb.npc-spawns.toml,fight-caves-RL/data/quest/members/shilo_village,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/shilo_village/shilo_village.items.toml,shilo_village.items.toml,fight-caves-RL/data/quest/members/shilo_village,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/slug_menace,slug_menace,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / slug_menace.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/slug_menace/slug_menace.items.toml; fight-caves-RL/data/quest/members/slug_menace/slug_menace.npcs.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/slug_menace/slug_menace.items.toml,slug_menace.items.toml,fight-caves-RL/data/quest/members/slug_menace,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/slug_menace/slug_menace.npcs.toml,slug_menace.npcs.toml,fight-caves-RL/data/quest/members/slug_menace,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/smoking_kills,smoking_kills,fight-caves-RL/data/quest/members,directory,Directory,simulation,Contains files for fight-caves-RL/data/quest/members / smoking_kills.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/data/quest/members/smoking_kills/smoking_kills.items.toml,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/data/quest/members/smoking_kills/smoking_kills.items.toml,smoking_kills.items.toml,fight-caves-RL/data/quest/members/smoking_kills,file,TOML,config,TOML configuration or data file for the enclosing module.,Unknown,config only,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
